user_id,session_id,results,comment
486000ad-34d9-4632-9cd8-2ae4de66a618,bc1df460-479d-46d6-91dd-f32808434b54,"{""llm_experience"": 3, ""Q1"": 4, ""Q2"": 4, ""Q3"": 5, ""Q4"": 5, ""Q5"": 4, ""Q6"": 1, ""Q7"": 2, ""Q8"": 3, ""Q9"": 4, ""Q10"": 4, ""Q11"": 2, ""age"": ""25-34""}",
c30ed9be-19a7-46ab-9d42-a44244e1d675,86d3606c-3dfa-4369-892f-0b8d6add3896,"{""llm_experience"": 4, ""Q1"": 4, ""Q2"": 4, ""Q3"": 3, ""Q4"": 4, ""Q5"": 5, ""Q6"": 2, ""Q7"": 5, ""Q8"": 4, ""Q9"": 4, ""Q10"": 5, ""Q11"": 3, ""age"": ""25-34""}",
0b02e808-7077-4c5b-b29b-8352cbcb3e35,a0fb038e-7ee7-4748-83bf-ed91d34448a7,"{""llm_experience"": 3, ""Q1"": 3, ""Q2"": 4, ""Q3"": 3, ""Q4"": 5, ""Q5"": 4, ""Q6"": 2, ""Q7"": 3, ""Q8"": 4, ""Q9"": 3, ""Q10"": 4, ""Q11"": 4, ""age"": ""25-34""}",
e12c0cf3-6bd7-4708-94dc-e7fe93945973,1444cec6-5ac4-47d0-bb60-8337a412ea8f,"{""llm_experience"": 3, ""Q1"": 4, ""Q2"": 3, ""Q3"": 4, ""Q4"": 3, ""Q5"": 4, ""Q6"": 2, ""Q7"": 5, ""Q8"": 4, ""Q9"": 5, ""Q10"": 4, ""Q11"": 2, ""age"": ""18-24""}",
4adad905-5123-4568-94bb-509d21f1cced,253d8e4d-d2c6-4908-abd6-2bdc566d6c9c,"{""llm_experience"": 4, ""Q1"": 4, ""Q2"": 4, ""Q3"": 3, ""Q4"": 3, ""Q5"": 3, ""Q6"": 2, ""Q7"": 3, ""Q8"": 4, ""Q9"": 5, ""Q10"": 4, ""Q11"": 3, ""age"": ""18-24""}",
92c3fc08-1656-409e-8e5d-4495fe1c21a8,27bafc4c-b3d5-4b7d-a3ca-959c0648d46f,"{""llm_experience"": 4, ""Q1"": 3, ""Q2"": 3, ""Q3"": 4, ""Q4"": 4, ""Q5"": 4, ""Q6"": 2, ""Q7"": 5, ""Q8"": 4, ""Q9"": 3, ""Q10"": 4, ""Q11"": 3, ""age"": ""25-34""}",
8547f1b7-4555-482e-9a96-d6fc0af13f33,fe06ee73-d673-43b0-8b8e-234d77e60b6e,"{""llm_experience"": 3, ""Q1"": 4, ""Q2"": 3, ""Q3"": 4, ""Q4"": 3, ""Q5"": 3, ""Q6"": 3, ""Q7"": 3, ""Q8"": 4, ""Q9"": 3, ""Q10"": 3, ""Q11"": 3, ""age"": ""25-34""}",
40b86bf8-fe8e-4d96-80d5-98e108df79d1,7eba4154-3a84-47b5-aa70-37cb6ba9c6ed,"{""llm_experience"": 3, ""Q1"": 4, ""Q2"": 5, ""Q3"": 3, ""Q4"": 4, ""Q5"": 4, ""Q6"": 1, ""Q7"": 4, ""Q8"": 4, ""Q9"": 2, ""Q10"": 3, ""Q11"": 3, ""age"": ""25-34""}",
304b5670-a539-4f20-8a47-266e846b6b0c,465d1251-f3b3-4acb-b127-0b897f2bd345,"{""llm_experience"": 3, ""Q1"": 3, ""Q2"": 4, ""Q3"": 4, ""Q4"": 3, ""Q5"": 4, ""Q6"": 1, ""Q7"": 5, ""Q8"": 5, ""Q9"": 4, ""Q10"": 3, ""Q11"": 1, ""age"": ""25-34""}",
392ac546-2d0f-4d3d-b9b2-245f9ea64304,9b2eb44c-15c7-418a-950f-85e7c60f27af,"{""llm_experience"": 3, ""Q1"": 4, ""Q2"": 3, ""Q3"": 3, ""Q4"": 3, ""Q5"": 3, ""Q6"": 3, ""Q7"": 4, ""Q8"": 4, ""Q9"": 5, ""Q10"": 3, ""Q11"": 2, ""age"": ""18-24""}",
449a9b2f-9a04-47e5-b0c4-b82605333ac1,739a445c-54f1-4fae-8a48-a9f4cf58b2eb,"{""llm_experience"": 3, ""Q1"": 4, ""Q2"": 4, ""Q3"": 4, ""Q4"": 1, ""Q5"": 4, ""Q6"": 1, ""Q7"": 4, ""Q8"": 3, ""Q9"": 5, ""Q10"": 4, ""Q11"": 4, ""age"": ""25-34""}",
83fc90ad-bbac-47ca-a5b4-2e8337c5ff71,082d0971-b1e8-4f04-8fda-913a1c9dfec6,"{""llm_experience"": 3, ""Q1"": 4, ""Q2"": 3, ""Q3"": 3, ""Q4"": 3, ""Q5"": 4, ""Q6"": 3, ""Q7"": 4, ""Q8"": 2, ""Q9"": 3, ""Q10"": 3, ""Q11"": 2, ""age"": ""25-34""}",
129d79fc-faa3-4a80-bcf5-55de6ea34bd1,c83cd509-23b2-4ec9-9af8-a76b4f78d5fa,"{""llm_experience"": 4, ""Q1"": 3, ""Q2"": 3, ""Q3"": 3, ""Q4"": 3, ""Q5"": 5, ""Q6"": 1, ""Q7"": 4, ""Q8"": 3, ""Q9"": 4, ""Q10"": 1, ""Q11"": 3, ""age"": ""18-24""}",
d01b0a5a-d519-4936-baf6-8668fbd2e8b4,420058cb-c853-4d0c-8a86-4b3223202a81,"{""llm_experience"": 1, ""Q1"": 2, ""Q2"": 2, ""Q3"": 4, ""Q4"": 3, ""Q5"": 5, ""Q6"": 1, ""Q7"": 3, ""Q8"": 4, ""Q9"": 4, ""Q10"": 4, ""Q11"": 2, ""age"": ""55+""}",
9929b058-d62f-46fb-bd95-8a193ee6a3b8,12d46902-72c2-4cde-881e-d596917b9299,"{""llm_experience"": 3, ""Q1"": 2, ""Q2"": 2, ""Q3"": 4, ""Q4"": 2, ""Q5"": 3, ""Q6"": 2, ""Q7"": 4, ""Q8"": 2, ""Q9"": 4, ""Q10"": 3, ""Q11"": 1, ""age"": ""25-34""}",
22da1620-ccd0-47b7-8e37-e20ef35ab00f,e07bc1c6-a011-4d37-973d-e79f65cbc487,"{""llm_experience"": 4, ""Q1"": 4, ""Q2"": 1, ""Q3"": 1, ""Q4"": 5, ""Q5"": 3, ""Q6"": 2, ""Q7"": 3, ""Q8"": 5, ""Q9"": 4, ""Q10"": 3, ""Q11"": 2, ""age"": ""25-34""}",
a2e44f9e-68e6-4b0a-9f14-54cbbfd0f29d,cdb53a06-ddb1-4f11-bc8f-1359060a063e,"{""llm_experience"": 4, ""Q1"": 3, ""Q2"": 2, ""Q3"": 4, ""Q4"": 3, ""Q5"": 2, ""Q6"": 3, ""Q7"": 4, ""Q8"": 1, ""Q9"": 5, ""Q10"": 1, ""Q11"": 3, ""age"": ""25-34""}",
